
kp,t_ms,sp,rpm,pwm
125.0,7019,30,14.6,1924
125.0,7079,30,14.6,1924
125.0,7139,30,12.2,2228
125.0,7199,30,12.2,2228
125.0,7259,30,14.6,1924
125.0,7319,30,14.6,1924
125.0,7379,30,14.6,1924
125.0,7439,30,12.2,2228
125.0,7499,30,14.6,1924
125.0,7559,30,14.6,1924
125.0,7619,30,14.6,1924
125.0,7679,30,14.6,1924
125.0,7739,30,14.6,1924
125.0,7799,30,14.6,1924
125.0,7859,30,12.2,2228
125.0,7919,30,14.6,1924
125.0,7979,30,14.6,1924
125.0,8039,30,14.6,1924
125.0,8099,30,14.6,1924
125.0,8159,30,14.6,1924
125.0,8219,30,14.6,1924
125.0,8279,30,12.2,2228
125.0,8339,30,14.6,1924
125.0,8399,30,14.6,1924
125.0,8459,30,12.2,2228
125.0,8519,30,14.6,1924
125.0,8579,30,14.6,1924
125.0,8639,30,12.2,2228
125.0,8699,30,14.6,1924
125.0,8759,30,14.6,1924
125.0,8819,30,14.6,1924
125.0,8879,30,12.2,2228
125.0,8939,30,14.6,1924
125.0,8999,30,14.6,1924
125.0,9059,70,56.0,1749
125.0,9119,70,63.3,836
125.0,9179,70,56.0,1749
125.0,9239,70,53.6,2054
125.0,9299,70,48.7,2662
125.0,9359,70,48.7,2662
125.0,9419,70,48.7,2662
125.0,9479,70,48.7,2662
125.0,9539,70,48.7,2662
125.0,9599,70,48.7,2662
125.0,9659,70,46.3,2967
125.0,9719,70,51.1,2358
125.0,9779,70,51.1,2358
125.0,9839,70,48.7,2662
125.0,9899,70,48.7,2662
125.0,9959,70,48.7,2662
125.0,10019,70,48.7,2662
125.0,10079,70,48.7,2662
125.0,10139,70,46.3,2967
125.0,10199,70,48.7,2662
125.0,10259,70,51.1,2358
125.0,10319,70,48.7,2662
125.0,10379,70,48.7,2662
125.0,10439,70,51.1,2358
125.0,10499,70,48.7,2662
125.0,10559,70,48.7,2662
125.0,10619,70,48.7,2662
125.0,10679,70,51.1,2358
125.0,10739,70,51.1,2358
125.0,10799,70,48.7,2662
125.0,10859,70,46.3,2967
125.0,10919,70,48.7,2662
125.0,10979,70,48.7,2662
125.0,11039,70,48.7,2662
125.0,11099,70,48.7,2662
125.0,11159,70,48.7,2662
125.0,11219,70,48.7,2662
125.0,11279,70,51.1,2358
125.0,11339,70,48.7,2662
125.0,11399,70,51.1,2358
125.0,11459,70,46.3,2967
125.0,11519,70,48.7,2662
125.0,11579,70,48.7,2662
125.0,11639,70,48.7,2662
125.0,11699,70,48.7,2662
125.0,11759,70,46.3,2967
125.0,11819,70,48.7,2662
125.0,11879,70,46.3,2967
125.0,11939,70,48.7,2662
125.0,11999,70,48.7,2662
125.0,12059,30,31.7,-207
125.0,12119,30,26.8,402
125.0,12179,30,21.9,1011
125.0,12239,30,17.0,1619
125.0,12299,30,19.5,1315
125.0,12359,30,14.6,1924
125.0,12419,30,14.6,1924
125.0,12479,30,14.6,1924
125.0,12539,30,14.6,1924
125.0,12599,30,14.6,1924
125.0,12659,30,14.6,1924
125.0,12719,30,14.6,1924
125.0,12779,30,14.6,1924
125.0,12839,30,14.6,1924
125.0,12899,30,14.6,1924
125.0,12959,30,14.6,1924
125.0,13019,30,14.6,1924
125.0,13079,30,12.2,2228
125.0,13139,30,14.6,1924
125.0,13199,30,14.6,1924
125.0,13259,30,12.2,2228
125.0,13319,30,14.6,1924
125.0,13379,30,14.6,1924
125.0,13439,30,14.6,1924
125.0,13499,30,14.6,1924
125.0,13559,30,14.6,1924
125.0,13619,30,14.6,1924
125.0,13679,30,14.6,1924
125.0,13739,30,14.6,1924
125.0,13799,30,14.6,1924
125.0,13859,30,14.6,1924
125.0,13919,30,12.2,2228
125.0,13979,30,14.6,1924
125.0,14039,30,14.6,1924
125.0,14099,30,14.6,1924
125.0,14159,30,12.2,2228
125.0,14219,30,14.6,1924
125.0,14279,30,14.6,1924
125.0,14339,30,14.6,1924
125.0,14399,30,14.6,1924
125.0,14459,30,14.6,1924
125.0,14519,30,14.6,1924
125.0,14579,30,14.6,1924
125.0,14639,30,14.6,1924
125.0,14699,30,12.2,2228
125.0,14759,30,14.6,1924
125.0,14819,30,14.6,1924
125.0,14879,30,14.6,1924
125.0,14939,30,12.2,2228
125.0,14999,30,12.2,2228
150.0,59,30,14.6,2308
150.0,119,30,17.0,1943
150.0,179,30,17.0,1943
150.0,239,30,17.0,1943
150.0,299,30,17.0,1943
150.0,359,30,17.0,1943
150.0,419,30,17.0,1943
150.0,479,30,17.0,1943
150.0,539,30,17.0,1943
150.0,599,30,17.0,1943
150.0,659,30,17.0,1943
150.0,719,30,17.0,1943
150.0,779,30,17.0,1943
150.0,839,30,17.0,1943
150.0,899,30,14.6,2308
150.0,959,30,17.0,1943
150.0,1019,30,17.0,1943
150.0,1079,30,14.6,2308
150.0,1139,30,17.0,1943
150.0,1199,30,17.0,1943
150.0,1259,30,17.0,1943
150.0,1319,30,17.0,1943
150.0,1379,30,17.0,1943
150.0,1439,30,17.0,1943
150.0,1499,30,14.6,2308
150.0,1559,30,14.6,2308
150.0,1619,30,17.0,1943
150.0,1679,30,17.0,1943
150.0,1739,30,17.0,1943
150.0,1799,30,17.0,1943
150.0,1859,30,17.0,1943
150.0,1919,30,17.0,1943
150.0,1979,30,14.6,2308
150.0,2039,30,14.6,2308
150.0,2099,30,17.0,1943
150.0,2159,30,17.0,1943
150.0,2219,30,17.0,1943
150.0,2279,30,17.0,1943
150.0,2339,30,17.0,1943
150.0,2399,30,14.6,2308
150.0,2459,30,14.6,2308
150.0,2519,30,17.0,1943
150.0,2579,30,17.0,1943
150.0,2639,30,17.0,1943
150.0,2699,30,17.0,1943
150.0,2759,30,17.0,1943
150.0,2819,30,17.0,1943
150.0,2879,30,17.0,1943
150.0,2939,30,17.0,1943
150.0,2999,30,14.6,2308
150.0,3059,70,56.0,2099
150.0,3119,70,60.9,1369
150.0,3179,70,56.0,2099
150.0,3239,70,53.6,2464
150.0,3299,70,48.7,3195
150.0,3359,70,56.0,2099
150.0,3419,70,51.1,2830
150.0,3479,70,51.1,2830
150.0,3539,70,53.6,2464
150.0,3599,70,53.6,2464
150.0,3659,70,53.6,2464
150.0,3719,70,51.1,2830
150.0,3779,70,51.1,2830
150.0,3839,70,51.1,2830
150.0,3899,70,51.1,2830
150.0,3959,70,51.1,2830
150.0,4019,70,51.1,2830
150.0,4079,70,51.1,2830
150.0,4139,70,53.6,2464
150.0,4199,70,51.1,2830
150.0,4259,70,51.1,2830
150.0,4319,70,51.1,2830
150.0,4379,70,51.1,2830
150.0,4439,70,53.6,2464
150.0,4499,70,51.1,2830
150.0,4559,70,51.1,2830
150.0,4619,70,53.6,2464
150.0,4679,70,51.1,2830
150.0,4739,70,53.6,2464
150.0,4799,70,51.1,2830
150.0,4859,70,51.1,2830
150.0,4919,70,51.1,2830
150.0,4979,70,51.1,2830
150.0,5039,70,51.1,2830
150.0,5099,70,51.1,2830
150.0,5159,70,53.6,2464
150.0,5219,70,51.1,2830
150.0,5279,70,51.1,2830
150.0,5339,70,51.1,2830
150.0,5399,70,51.1,2830
150.0,5459,70,53.6,2464
150.0,5519,70,51.1,2830
150.0,5579,70,51.1,2830
150.0,5639,70,51.1,2830
150.0,5699,70,51.1,2830
150.0,5759,70,53.6,2464
150.0,5819,70,51.1,2830
150.0,5879,70,51.1,2830
150.0,5939,70,51.1,2830
150.0,5999,70,51.1,2830
150.0,6059,30,19.5,1578
150.0,6119,30,17.0,1943
150.0,6179,30,17.0,1943
150.0,6239,30,14.6,2308
150.0,6299,30,17.0,1943
150.0,6359,30,17.0,1943
150.0,6419,30,17.0,1943
150.0,6479,30,17.0,1943
150.0,6539,30,17.0,1943
150.0,6599,30,17.0,1943
150.0,6659,30,14.6,2308
150.0,6719,30,14.6,2308
150.0,6779,30,17.0,1943
150.0,6839,30,17.0,1943
150.0,6899,30,17.0,1943
150.0,6959,30,17.0,1943
150.0,7019,30,17.0,1943
150.0,7079,30,14.6,2308
150.0,7139,30,14.6,2308
150.0,7199,30,17.0,1943
150.0,7259,30,17.0,1943
150.0,7319,30,17.0,1943
150.0,7379,30,17.0,1943
150.0,7439,30,17.0,1943
150.0,7499,30,17.0,1943
150.0,7559,30,17.0,1943
150.0,7619,30,17.0,1943
150.0,7679,30,17.0,1943
150.0,7739,30,17.0,1943
150.0,7799,30,14.6,2308
150.0,7859,30,14.6,2308
150.0,7919,30,14.6,2308
150.0,7979,30,14.6,2308
150.0,8039,30,14.6,2308
150.0,8099,30,17.0,1943
150.0,8159,30,14.6,2308
150.0,8219,30,17.0,1943
150.0,8279,30,14.6,2308
150.0,8339,30,17.0,1943
150.0,8399,30,17.0,1943
150.0,8459,30,17.0,1943
150.0,8519,30,17.0,1943
150.0,8579,30,17.0,1943
150.0,8639,30,17.0,1943
150.0,8699,30,17.0,1943
150.0,8759,30,17.0,1943
150.0,8819,30,17.0,1943
150.0,8879,30,17.0,1943
150.0,8939,30,17.0,1943
150.0,8999,30,17.0,1943
150.0,9059,70,56.0,2099
150.0,9119,70,63.3,1003
150.0,9179,70,56.0,2099
150.0,9239,70,53.6,2464
150.0,9299,70,51.1,2830
150.0,9359,70,51.1,2830
150.0,9419,70,51.1,2830
150.0,9479,70,51.1,2830
150.0,9539,70,51.1,2830
150.0,9599,70,51.1,2830
150.0,9659,70,51.1,2830
150.0,9719,70,51.1,2830
150.0,9779,70,53.6,2464
150.0,9839,70,51.1,2830
150.0,9899,70,51.1,2830
150.0,9959,70,53.6,2464
150.0,10019,70,51.1,2830
150.0,10079,70,51.1,2830
150.0,10139,70,51.1,2830
150.0,10199,70,51.1,2830
150.0,10259,70,51.1,2830
150.0,10319,70,51.1,2830
150.0,10379,70,51.1,2830
150.0,10439,70,53.6,2464
150.0,10499,70,51.1,2830
150.0,10559,70,51.1,2830
150.0,10619,70,51.1,2830
150.0,10679,70,51.1,2830
150.0,10739,70,51.1,2830
150.0,10799,70,51.1,2830
150.0,10859,70,51.1,2830
150.0,10919,70,51.1,2830
150.0,10979,70,53.6,2464
150.0,11039,70,51.1,2830
150.0,11099,70,51.1,2830
150.0,11159,70,51.1,2830
150.0,11219,70,51.1,2830
150.0,11279,70,53.6,2464
150.0,11339,70,51.1,2830
150.0,11399,70,51.1,2830
150.0,11459,70,51.1,2830
150.0,11519,70,51.1,2830
150.0,11579,70,53.6,2464
150.0,11639,70,51.1,2830
150.0,11699,70,51.1,2830
150.0,11759,70,51.1,2830
150.0,11819,70,51.1,2830
150.0,11879,70,51.1,2830
150.0,11939,70,51.1,2830
150.0,11999,70,51.1,2830
150.0,12059,30,17.0,1943
150.0,12119,30,17.0,1943
150.0,12179,30,17.0,1943
150.0,12239,30,17.0,1943
150.0,12299,30,14.6,2308
150.0,12359,30,17.0,1943
150.0,12419,30,14.6,2308
150.0,12479,30,14.6,2308
150.0,12539,30,14.6,2308
150.0,12599,30,17.0,1943
150.0,12659,30,14.6,2308
150.0,12719,30,17.0,1943
150.0,12779,30,17.0,1943
150.0,12839,30,17.0,1943
150.0,12899,30,17.0,1943
150.0,12959,30,17.0,1943
150.0,13019,30,17.0,1943
150.0,13079,30,17.0,1943
150.0,13139,30,17.0,1943
150.0,13199,30,17.0,1943
150.0,13259,30,17.0,1943
150.0,13319,30,17.0,1943
150.0,13379,30,17.0,1943
150.0,13439,30,14.6,2308
150.0,13499,30,14.6,2308
150.0,13559,30,14.6,2308
150.0,13619,30,14.6,2308
150.0,13679,30,14.6,2308
150.0,13739,30,17.0,1943
150.0,13799,30,17.0,1943
150.0,13859,30,17.0,1943
150.0,13919,30,17.0,1943
150.0,13979,30,17.0,1943
150.0,14039,30,17.0,1943
150.0,14099,30,17.0,1943
150.0,14159,30,17.0,1943
150.0,14219,30,14.6,2308
150.0,14279,30,14.6,2308
150.0,14339,30,17.0,1943
150.0,14399,30,17.0,1943
150.0,14459,30,17.0,1943
150.0,14519,30,17.0,1943
150.0,14579,30,17.0,1943
150.0,14639,30,14.6,2308
150.0,14699,30,17.0,1943
150.0,14759,30,17.0,1943
150.0,14819,30,17.0,1943
150.0,14879,30,17.0,1943
150.0,14939,30,17.0,1943
150.0,14999,30,14.6,2308
200.0,59,30,19.5,2104
200.0,119,30,19.5,2104
200.0,179,30,19.5,2104
200.0,239,30,19.5,2104
200.0,299,30,19.5,2104
200.0,359,30,21.9,1617
200.0,419,30,21.9,1617
200.0,479,30,21.9,1617
200.0,539,30,19.5,2104
200.0,599,30,21.9,1617
200.0,659,30,21.9,1617
200.0,719,30,19.5,2104
200.0,779,30,19.5,2104
200.0,839,30,19.5,2104
200.0,899,30,17.0,2591
200.0,959,30,19.5,2104
200.0,1019,30,19.5,2104
200.0,1079,30,19.5,2104
200.0,1139,30,19.5,2104
200.0,1199,30,19.5,2104
200.0,1259,30,19.5,2104
200.0,1319,30,19.5,2104
200.0,1379,30,19.5,2104
200.0,1439,30,19.5,2104
200.0,1499,30,19.5,2104
200.0,1559,30,19.5,2104
200.0,1619,30,21.9,1617
200.0,1679,30,19.5,2104
200.0,1739,30,19.5,2104
200.0,1799,30,19.5,2104
200.0,1859,30,19.5,2104
200.0,1919,30,19.5,2104
200.0,1979,30,19.5,2104
200.0,2039,30,19.5,2104
200.0,2099,30,19.5,2104
200.0,2159,30,19.5,2104
200.0,2219,30,17.0,2591
200.0,2279,30,21.9,1617
200.0,2339,30,19.5,2104
200.0,2399,30,19.5,2104
200.0,2459,30,17.0,2591
200.0,2519,30,19.5,2104
200.0,2579,30,19.5,2104
200.0,2639,30,19.5,2104
200.0,2699,30,17.0,2591
200.0,2759,30,21.9,1617
200.0,2819,30,19.5,2104
200.0,2879,30,19.5,2104
200.0,2939,30,19.5,2104
200.0,2999,30,21.9,1617
200.0,3059,70,58.4,2312
200.0,3119,70,63.3,1338
200.0,3179,70,58.4,2312
200.0,3239,70,56.0,2799
200.0,3299,70,53.6,3286
200.0,3359,70,58.4,2312
200.0,3419,70,53.6,3286
200.0,3479,70,58.4,2312
200.0,3539,70,56.0,2799
200.0,3599,70,60.9,1825
200.0,3659,70,56.0,2799
200.0,3719,70,53.6,3286
200.0,3779,70,58.4,2312
200.0,3839,70,56.0,2799
200.0,3899,70,60.9,1825
200.0,3959,70,56.0,2799
200.0,4019,70,60.9,1825
200.0,4079,70,58.4,2312
200.0,4139,70,53.6,3286
200.0,4199,70,58.4,2312
200.0,4259,70,56.0,2799
200.0,4319,70,58.4,2312
200.0,4379,70,56.0,2799
200.0,4439,70,53.6,3286
200.0,4499,70,58.4,2312
200.0,4559,70,56.0,2799
200.0,4619,70,60.9,1825
200.0,4679,70,56.0,2799
200.0,4739,70,56.0,2799
200.0,4799,70,60.9,1825
200.0,4859,70,58.4,2312
200.0,4919,70,60.9,1825
200.0,4979,70,58.4,2312
200.0,5039,70,60.9,1825
200.0,5099,70,56.0,2799
200.0,5159,70,60.9,1825
200.0,5219,70,56.0,2799
200.0,5279,70,53.6,3286
200.0,5339,70,58.4,2312
200.0,5399,70,56.0,2799
200.0,5459,70,53.6,3286
200.0,5519,70,58.4,2312
200.0,5579,70,53.6,3286
200.0,5639,70,60.9,1825
200.0,5699,70,56.0,2799
200.0,5759,70,58.4,2312
200.0,5819,70,58.4,2312
200.0,5879,70,56.0,2799
200.0,5939,70,60.9,1825
200.0,5999,70,56.0,2799
200.0,6059,30,9.7,4052
200.0,6119,30,36.5,-1305
200.0,6179,30,26.8,643
200.0,6239,30,21.9,1617
200.0,6299,30,21.9,1617
200.0,6359,30,19.5,2104
200.0,6419,30,19.5,2104
200.0,6479,30,19.5,2104
200.0,6539,30,19.5,2104
200.0,6599,30,19.5,2104
200.0,6659,30,19.5,2104
200.0,6719,30,19.5,2104
200.0,6779,30,19.5,2104
200.0,6839,30,19.5,2104
200.0,6899,30,21.9,1617
200.0,6959,30,19.5,2104
200.0,7019,30,19.5,2104
200.0,7079,30,19.5,2104
200.0,7139,30,19.5,2104
200.0,7199,30,17.0,2591
200.0,7259,30,19.5,2104
200.0,7319,30,19.5,2104
200.0,7379,30,19.5,2104
200.0,7439,30,19.5,2104
200.0,7499,30,19.5,2104
200.0,7559,30,19.5,2104
200.0,7619,30,19.5,2104
200.0,7679,30,19.5,2104
200.0,7739,30,19.5,2104
200.0,7799,30,19.5,2104
200.0,7859,30,19.5,2104
200.0,7919,30,19.5,2104
200.0,7979,30,17.0,2591
200.0,8039,30,19.5,2104
200.0,8099,30,19.5,2104
200.0,8159,30,19.5,2104
200.0,8219,30,19.5,2104
200.0,8279,30,19.5,2104
200.0,8339,30,19.5,2104
200.0,8399,30,19.5,2104
200.0,8459,30,19.5,2104
200.0,8519,30,17.0,2591
200.0,8579,30,21.9,1617
200.0,8639,30,19.5,2104
200.0,8699,30,19.5,2104
200.0,8759,30,19.5,2104
200.0,8819,30,17.0,2591
200.0,8879,30,21.9,1617
200.0,8939,30,19.5,2104
200.0,8999,30,19.5,2104
200.0,9059,70,56.0,2799
200.0,9119,70,63.3,1338
200.0,9179,70,60.9,1825
200.0,9239,70,58.4,2312
200.0,9299,70,60.9,1825
200.0,9359,70,56.0,2799
200.0,9419,70,58.4,2312
200.0,9479,70,58.4,2312
200.0,9539,70,56.0,2799
200.0,9599,70,60.9,1825
200.0,9659,70,56.0,2799
200.0,9719,70,58.4,2312
200.0,9779,70,58.4,2312
200.0,9839,70,53.6,3286
200.0,9899,70,58.4,2312
200.0,9959,70,56.0,2799
200.0,10019,70,53.6,3286
200.0,10079,70,60.9,1825
200.0,10139,70,56.0,2799
200.0,10199,70,60.9,1825
200.0,10259,70,56.0,2799
200.0,10319,70,53.6,3286
200.0,10379,70,58.4,2312
200.0,10439,70,56.0,2799
200.0,10499,70,53.6,3286
200.0,10559,70,58.4,2312
200.0,10619,70,56.0,2799
200.0,10679,70,60.9,1825
200.0,10739,70,56.0,2799
200.0,10799,70,53.6,3286
200.0,10859,70,58.4,2312
200.0,10919,70,56.0,2799
200.0,10979,70,60.9,1825
200.0,11039,70,56.0,2799
200.0,11099,70,56.0,2799
200.0,11159,70,60.9,1825
200.0,11219,70,56.0,2799
200.0,11279,70,58.4,2312
200.0,11339,70,58.4,2312
200.0,11399,70,56.0,2799
200.0,11459,70,60.9,1825
200.0,11519,70,58.4,2312
200.0,11579,70,58.4,2312
200.0,11639,70,58.4,2312
200.0,11699,70,56.0,2799
200.0,11759,70,58.4,2312
200.0,11819,70,56.0,2799
200.0,11879,70,53.6,3286
200.0,11939,70,60.9,1825
200.0,11999,70,56.0,2799
200.0,12059,30,9.7,4052
200.0,12119,30,39.0,-1792
200.0,12179,30,26.8,643
200.0,12239,30,24.4,1130
200.0,12299,30,21.9,1617
200.0,12359,30,19.5,2104
200.0,12419,30,19.5,2104
200.0,12479,30,19.5,2104
200.0,12539,30,19.5,2104
200.0,12599,30,19.5,2104
200.0,12659,30,19.5,2104
200.0,12719,30,19.5,2104
200.0,12779,30,19.5,2104
200.0,12839,30,19.5,2104
200.0,12899,30,21.9,1617
200.0,12959,30,19.5,2104
200.0,13019,30,19.5,2104
200.0,13079,30,19.5,2104
200.0,13139,30,21.9,1617
200.0,13199,30,21.9,1617
200.0,13259,30,19.5,2104
200.0,13319,30,19.5,2104
200.0,13379,30,19.5,2104
200.0,13439,30,19.5,2104
200.0,13499,30,19.5,2104
200.0,13559,30,19.5,2104
200.0,13619,30,19.5,2104
200.0,13679,30,17.0,2591
200.0,13739,30,19.5,2104
200.0,13799,30,19.5,2104
200.0,13859,30,19.5,2104
200.0,13919,30,19.5,2104
200.0,13979,30,19.5,2104
200.0,14039,30,19.5,2104
200.0,14099,30,19.5,2104
200.0,14159,30,19.5,2104
200.0,14219,30,21.9,1617
200.0,14279,30,21.9,1617
200.0,14339,30,19.5,2104
200.0,14399,30,19.5,2104
200.0,14459,30,17.0,2591
200.0,14519,30,19.5,2104
200.0,14579,30,19.5,2104
200.0,14639,30,19.5,2104
200.0,14699,30,19.5,2104
200.0,14759,30,19.5,2104
200.0,14819,30,19.5,2104
200.0,14879,30,19.5,2104
200.0,14939,30,19.5,2104
200.0,14999,30,19.5,2104
250.0,59,30,31.7,-414
250.0,119,30,26.8,804
250.0,179,30,24.4,1412
250.0,239,30,21.9,2021
250.0,299,30,19.5,2630
250.0,359,30,21.9,2021
250.0,419,30,21.9,2021
250.0,479,30,19.5,2630
250.0,539,30,21.9,2021
250.0,599,30,21.9,2021
250.0,659,30,24.4,1412
250.0,719,30,21.9,2021
250.0,779,30,21.9,2021
250.0,839,30,24.4,1412
250.0,899,30,21.9,2021
250.0,959,30,24.4,1412
250.0,1019,30,21.9,2021
250.0,1079,30,21.9,2021
250.0,1139,30,21.9,2021
250.0,1199,30,21.9,2021
250.0,1259,30,24.4,1412
250.0,1319,30,21.9,2021
250.0,1379,30,24.4,1412
250.0,1439,30,24.4,1412
250.0,1499,30,19.5,2630
250.0,1559,30,21.9,2021
250.0,1619,30,21.9,2021
250.0,1679,30,21.9,2021
250.0,1739,30,21.9,2021
250.0,1799,30,21.9,2021
250.0,1859,30,24.4,1412
250.0,1919,30,21.9,2021
250.0,1979,30,21.9,2021
250.0,2039,30,21.9,2021
250.0,2099,30,21.9,2021
250.0,2159,30,24.4,1412
250.0,2219,30,21.9,2021
250.0,2279,30,21.9,2021
250.0,2339,30,21.9,2021
250.0,2399,30,21.9,2021
250.0,2459,30,24.4,1412
250.0,2519,30,21.9,2021
250.0,2579,30,19.5,2630
250.0,2639,30,21.9,2021
250.0,2699,30,21.9,2021
250.0,2759,30,24.4,1412
250.0,2819,30,21.9,2021
250.0,2879,30,19.5,2630
250.0,2939,30,21.9,2021
250.0,2999,30,21.9,2021
250.0,3059,70,58.4,2890
250.0,3119,70,65.7,1063
250.0,3179,70,60.9,2281
250.0,3239,70,58.4,2890
250.0,3299,70,58.4,2890
250.0,3359,70,56.0,3498
250.0,3419,70,65.7,1063
250.0,3479,70,58.4,2890
250.0,3539,70,56.0,3498
250.0,3599,70,63.3,1672
250.0,3659,70,60.9,2281
250.0,3719,70,56.0,3498
250.0,3779,70,65.7,1063
250.0,3839,70,60.9,2281
250.0,3899,70,58.4,2890
250.0,3959,70,65.7,1063
250.0,4019,70,63.3,1672
250.0,4079,70,58.4,2890
250.0,4139,70,65.7,1063
250.0,4199,70,60.9,2281
250.0,4259,70,58.4,2890
250.0,4319,70,65.7,1063
250.0,4379,70,60.9,2281
250.0,4439,70,58.4,2890
250.0,4499,70,65.7,1063
250.0,4559,70,60.9,2281
250.0,4619,70,58.4,2890
250.0,4679,70,63.3,1672
250.0,4739,70,63.3,1672
250.0,4799,70,60.9,2281
250.0,4859,70,56.0,3498
250.0,4919,70,65.7,1063
250.0,4979,70,60.9,2281
250.0,5039,70,58.4,2890
250.0,5099,70,65.7,1063
250.0,5159,70,60.9,2281
250.0,5219,70,58.4,2890
250.0,5279,70,58.4,2890
250.0,5339,70,68.2,455
250.0,5399,70,60.9,2281
250.0,5459,70,58.4,2890
250.0,5519,70,58.4,2890
250.0,5579,70,65.7,1063
250.0,5639,70,60.9,2281
250.0,5699,70,58.4,2890
250.0,5759,70,56.0,3498
250.0,5819,70,63.3,1672
250.0,5879,70,60.9,2281
250.0,5939,70,58.4,2890
250.0,5999,70,58.4,2890
250.0,6059,30,12.2,4095
250.0,6119,30,26.8,804
250.0,6179,30,39.0,-2240
250.0,6239,30,24.4,1412
250.0,6299,30,21.9,2021
250.0,6359,30,19.5,2630
250.0,6419,30,24.4,1412
250.0,6479,30,21.9,2021
250.0,6539,30,21.9,2021
250.0,6599,30,24.4,1412
250.0,6659,30,21.9,2021
250.0,6719,30,21.9,2021
250.0,6779,30,21.9,2021
250.0,6839,30,21.9,2021
250.0,6899,30,21.9,2021
250.0,6959,30,21.9,2021
250.0,7019,30,19.5,2630
250.0,7079,30,21.9,2021
250.0,7139,30,21.9,2021
250.0,7199,30,19.5,2630
250.0,7259,30,24.4,1412
250.0,7319,30,19.5,2630
250.0,7379,30,21.9,2021
250.0,7439,30,24.4,1412
250.0,7499,30,21.9,2021
250.0,7559,30,21.9,2021
250.0,7619,30,21.9,2021
250.0,7679,30,21.9,2021
250.0,7739,30,21.9,2021
250.0,7799,30,24.4,1412
250.0,7859,30,21.9,2021
250.0,7919,30,21.9,2021
250.0,7979,30,21.9,2021
250.0,8039,30,21.9,2021
250.0,8099,30,24.4,1412
250.0,8159,30,21.9,2021
250.0,8219,30,24.4,1412
250.0,8279,30,21.9,2021
250.0,8339,30,21.9,2021
250.0,8399,30,21.9,2021
250.0,8459,30,21.9,2021
250.0,8519,30,24.4,1412
250.0,8579,30,21.9,2021
250.0,8639,30,19.5,2630
250.0,8699,30,21.9,2021
250.0,8759,30,24.4,1412
250.0,8819,30,21.9,2021
250.0,8879,30,21.9,2021
250.0,8939,30,19.5,2630
250.0,8999,30,21.9,2021
250.0,9059,70,58.4,2890
250.0,9119,70,65.7,1063
250.0,9179,70,60.9,2281
250.0,9239,70,56.0,3498
250.0,9299,70,63.3,1672
250.0,9359,70,60.9,2281
250.0,9419,70,56.0,3498
250.0,9479,70,63.3,1672
250.0,9539,70,58.4,2890
250.0,9599,70,56.0,3498
250.0,9659,70,65.7,1063
250.0,9719,70,60.9,2281
250.0,9779,70,58.4,2890
250.0,9839,70,68.2,455
250.0,9899,70,60.9,2281
250.0,9959,70,58.4,2890
250.0,10019,70,58.4,2890
250.0,10079,70,63.3,1672
250.0,10139,70,63.3,1672
250.0,10199,70,58.4,2890
250.0,10259,70,58.4,2890
250.0,10319,70,58.4,2890
250.0,10379,70,63.3,1672
250.0,10439,70,63.3,1672
250.0,10499,70,58.4,2890
250.0,10559,70,58.4,2890
250.0,10619,70,58.4,2890
250.0,10679,70,63.3,1672
250.0,10739,70,63.3,1672
250.0,10799,70,58.4,2890
250.0,10859,70,58.4,2890
250.0,10919,70,58.4,2890
250.0,10979,70,63.3,1672
250.0,11039,70,63.3,1672
250.0,11099,70,58.4,2890
250.0,11159,70,58.4,2890
250.0,11219,70,58.4,2890
250.0,11279,70,63.3,1672
250.0,11339,70,63.3,1672
250.0,11399,70,58.4,2890
250.0,11459,70,58.4,2890
250.0,11519,70,56.0,3498
250.0,11579,70,63.3,1672
250.0,11639,70,60.9,2281
250.0,11699,70,58.4,2890
250.0,11759,70,58.4,2890
250.0,11819,70,60.9,2281
250.0,11879,70,63.3,1672
250.0,11939,70,60.9,2281
250.0,11999,70,58.4,2890
250.0,12059,30,12.2,4095
250.0,12119,30,26.8,804
250.0,12179,30,41.4,-2849
250.0,12239,30,26.8,804
250.0,12299,30,24.4,1412
250.0,12359,30,24.4,1412
250.0,12419,30,21.9,2021
250.0,12479,30,21.9,2021
250.0,12539,30,24.4,1412
250.0,12599,30,21.9,2021
250.0,12659,30,19.5,2630
250.0,12719,30,21.9,2021
250.0,12779,30,21.9,2021
250.0,12839,30,21.9,2021
250.0,12899,30,21.9,2021
250.0,12959,30,21.9,2021
250.0,13019,30,21.9,2021
250.0,13079,30,19.5,2630
250.0,13139,30,21.9,2021
250.0,13199,30,21.9,2021
250.0,13259,30,24.4,1412
250.0,13319,30,21.9,2021
250.0,13379,30,21.9,2021
250.0,13439,30,24.4,1412
250.0,13499,30,21.9,2021
250.0,13559,30,19.5,2630
250.0,13619,30,21.9,2021
250.0,13679,30,21.9,2021
250.0,13739,30,21.9,2021
250.0,13799,30,21.9,2021
250.0,13859,30,19.5,2630
250.0,13919,30,21.9,2021
250.0,13979,30,21.9,2021
250.0,14039,30,19.5,2630
250.0,14099,30,21.9,2021
250.0,14159,30,21.9,2021
250.0,14219,30,24.4,1412
250.0,14279,30,21.9,2021
250.0,14339,30,21.9,2021
250.0,14399,30,21.9,2021
250.0,14459,30,21.9,2021
250.0,14519,30,21.9,2021
250.0,14579,30,24.4,1412
